|2000|,|1430708|,|C00000059|,|Hallmark Cards|,||,||,|  |,|     |,||,|C1400|,06/08/2000,1000.0,|C00341867|,,|C00341867|,|PI|,|J1200|,|A|,|M7 |,|P|,|20035983133|,|24K|,|C1400|,|PAC  |
|1996|,|1139187|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,09/11/1996,5788.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883649|,|20 |,|Z5200|,|PAC  |
|1996|,|1139188|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,09/16/1996,5320.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883649|,|20 |,|Z5200|,|PAC  |
|1996|,|1139189|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,07/01/1996,35467.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883649|,|20 |,|Z5200|,|PAC  |
|1996|,|1139190|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,09/28/1996,37000.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883649|,|20 |,|Z5200|,|PAC  |
|1996|,|1139191|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,09/28/1996,5320.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883649|,|20 |,|Z5200|,|PAC  |
|1996|,|1139192|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,07/30/1996,23370.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883649|,|20 |,|Z5200|,|PAC  |
|1996|,|1139193|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,09/26/1996,85500.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883650|,|20 |,|Z5200|,|PAC  |
|1996|,|1139194|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,07/09/1996,22570.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883650|,|20 |,|Z5200|,|PAC  |
|1996|,|1139195|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,07/22/1996,55000.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883650|,|20 |,|Z5200|,|PAC  |
|1996|,|1139196|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,07/23/1996,12194.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883650|,|20 |,|Z5200|,|PAC  |
|1996|,|1139197|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,08/02/1996,60000.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883650|,|20 |,|Z5200|,|PAC  |
|1996|,|1139198|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,07/30/1996,53265.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883650|,|20 |,|Z5200|,|PAC  |
|1996|,|1139199|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,08/20/1996,38500.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883650|,|20 |,|Z5200|,|PAC  |
|1996|,|1139200|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,09/04/1996,73430.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883650|,|20 |,|Z5200|,|PAC  |
|1996|,|1139201|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,09/04/1996,9480.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883650|,|20 |,|Z5200|,|PAC  |
|1996|,|1139202|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,09/13/1996,101430.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883651|,|20 |,|Z5200|,|PAC  |
|1996|,|1139203|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,09/11/1996,29100.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883651|,|20 |,|Z5200|,|PAC  |
|1996|,|1139204|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,09/12/1996,3942.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883651|,|20 |,|Z5200|,|PAC  |
|1996|,|1139205|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,08/15/1996,22419.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883651|,|20 |,|Z5200|,|PAC  |
|1996|,|1139206|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,09/16/1996,34480.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883651|,|20 |,|Z5200|,|PAC  |
|1996|,|1139207|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,09/25/1996,2640.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883651|,|20 |,|Z5200|,|PAC  |
|1996|,|1139208|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,07/01/1996,83143.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883651|,|20 |,|Z5200|,|PAC  |
|1996|,|1139209|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,09/17/1996,1340.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883651|,|20 |,|Z5200|,|PAC  |
|1996|,|1139210|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,09/28/1996,34480.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883651|,|20 |,|Z5200|,|PAC  |
|1996|,|1139211|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,09/28/1996,101430.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883652|,|20 |,|Z5200|,|PAC  |
|1996|,|1139212|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,07/12/1996,5000.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883652|,|20 |,|Z5200|,|PAC  |
|1996|,|1139213|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,07/23/1996,21440.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883652|,|20 |,|Z5200|,|PAC  |
|1996|,|1139214|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,07/31/1996,16148.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883652|,|20 |,|Z5200|,|PAC  |
|1996|,|1139215|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,07/30/1996,21440.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883652|,|20 |,|Z5200|,|PAC  |
|1996|,|1139216|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,08/13/1996,4030.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883652|,|20 |,|Z5200|,|PAC  |
|1996|,|1139217|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,08/14/1996,4400.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883652|,|20 |,|Z5200|,|PAC  |
|1996|,|1139218|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/04/1996,24435.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883652|,|20 |,|Z5200|,|PAC  |
|1996|,|1139219|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/04/1996,3224.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883652|,|20 |,|Z5200|,|PAC  |
|1996|,|1139220|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/04/1996,2350.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883653|,|20 |,|Z5200|,|PAC  |
|1996|,|1139221|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/10/1996,10000.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883653|,|20 |,|Z5200|,|PAC  |
|1996|,|1139222|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/13/1996,24435.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883653|,|20 |,|Z5200|,|PAC  |
|1996|,|1139223|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/11/1996,9790.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883653|,|20 |,|Z5200|,|PAC  |
|1996|,|1139224|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/12/1996,2364.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883653|,|20 |,|Z5200|,|PAC  |
|1996|,|1139225|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/24/1996,10000.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883653|,|20 |,|Z5200|,|PAC  |
|1996|,|1139226|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,07/01/1996,29113.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883653|,|20 |,|Z5200|,|PAC  |
|1996|,|1139227|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/17/1996,5025.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883653|,|20 |,|Z5200|,|PAC  |
|1996|,|1139228|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/28/1996,3224.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883653|,|20 |,|Z5200|,|PAC  |
|1996|,|1139229|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,08/15/1996,7913.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883654|,|20 |,|Z5200|,|PAC  |
|1996|,|1139230|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/16/1996,3224.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883654|,|20 |,|Z5200|,|PAC  |
|1996|,|1139231|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON WIN IN '96|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,09/30/1996,3500.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883654|,|20 |,|Z5200|,|PAC  |
|1996|,|1139232|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|COHEN, KATHYANNE|,|WASHINGTON|,|DC|,|20007|,||,|Z5200|,09/17/1996,372.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883655|,|20 |,|Z5200|,|PAC  |
|1996|,|1139233|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|COHEN, KATHYANNE|,|WASHINGTON|,|DC|,|20007|,||,|Z5200|,09/30/1996,745.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883655|,|20 |,|Z5200|,|PAC  |
|1996|,|1139234|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|EISINGER, SARA|,|WASHINGTON|,|DC|,|20010|,||,|Z5200|,09/17/1996,242.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883655|,|20 |,|Z5200|,|PAC  |
|1996|,|1139235|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|EISINGER, SARA|,|WASHINGTON|,|DC|,|20010|,||,|Z5200|,09/30/1996,607.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030883655|,|20 |,|Z5200|,|PAC  |
|1996|,|1315904|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/03/1996,2098.0,,|D|,||,,,|N|,|12G|,|P|,|96031241508|,|20 |,|Z5200|,|PAC  |
|1996|,|1315905|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/11/1996,74000.0,,|D|,||,,,|N|,|12G|,|P|,|96031241508|,|20 |,|Z5200|,|PAC  |
|1996|,|1315906|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/11/1996,10640.0,,|D|,||,,,|N|,|12G|,|P|,|96031241508|,|20 |,|Z5200|,|PAC  |
|1996|,|1315907|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/01/1996,1304.0,,|D|,||,,,|N|,|12G|,|P|,|96031241508|,|20 |,|Z5200|,|PAC  |
|1996|,|1315908|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/04/1996,85500.0,,|D|,||,,,|N|,|12G|,|P|,|96031241508|,|20 |,|Z5200|,|PAC  |
|1996|,|1315909|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/07/1996,2261.0,,|D|,||,,,|N|,|12G|,|P|,|96031241508|,|20 |,|Z5200|,|PAC  |
|1996|,|1315910|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/03/1996,1531.0,,|D|,||,,,|N|,|12G|,|P|,|96031241508|,|20 |,|Z5200|,|PAC  |
|1996|,|1315911|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/09/1996,670.0,,|D|,||,,,|N|,|12G|,|P|,|96031241509|,|20 |,|Z5200|,|PAC  |
|1996|,|1315912|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/09/1996,1675.0,,|D|,||,,,|N|,|12G|,|P|,|96031241509|,|20 |,|Z5200|,|PAC  |
|1996|,|1315913|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/15/1996,70180.0,,|D|,||,,,|N|,|12G|,|P|,|96031241509|,|20 |,|Z5200|,|PAC  |
|1996|,|1315914|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/15/1996,48960.0,,|D|,||,,,|N|,|12G|,|P|,|96031241509|,|20 |,|Z5200|,|PAC  |
|1996|,|1315915|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/01/1996,11827.0,,|D|,||,,,|N|,|12G|,|P|,|96031241509|,|20 |,|Z5200|,|PAC  |
|1996|,|1315916|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/16/1996,235451.0,,|D|,||,,,|N|,|12G|,|P|,|96031241509|,|20 |,|Z5200|,|PAC  |
|1996|,|1315917|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/07/1996,22429.0,,|D|,||,,,|N|,|12G|,|P|,|96031241509|,|20 |,|Z5200|,|PAC  |
|1996|,|1315918|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/03/1996,5000.0,,|D|,||,,,|N|,|12G|,|P|,|96031241509|,|20 |,|Z5200|,|PAC  |
|1996|,|1315919|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/08/1996,6448.0,,|D|,||,,,|N|,|12G|,|P|,|96031241510|,|20 |,|Z5200|,|PAC  |
|1996|,|1315920|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/08/1996,29305.0,,|D|,||,,,|N|,|12G|,|P|,|96031241510|,|20 |,|Z5200|,|PAC  |
|1996|,|1315921|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/11/1996,25300.0,,|D|,||,,,|N|,|12G|,|P|,|96031241510|,|20 |,|Z5200|,|PAC  |
|1996|,|1315922|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/01/1996,7091.0,,|D|,||,,,|N|,|12G|,|P|,|96031241510|,|20 |,|Z5200|,|PAC  |
|1996|,|1315923|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/11/1996,140000.0,,|D|,||,,,|N|,|12G|,|P|,|96031241510|,|20 |,|Z5200|,|PAC  |
|1996|,|1315924|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON WIN IN '96|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/03/1996,2500.0,,|D|,||,,,|N|,|12G|,|P|,|96031241510|,|20 |,|Z5200|,|PAC  |
|1996|,|1315925|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|COHEN, KATHYANNE|,|WASHINGTON|,|DC|,|20007|,||,|Z5200|,10/15/1996,745.0,,|D|,||,,,|N|,|12G|,|P|,|96031241511|,|20 |,|Z5200|,|PAC  |
|1996|,|1315926|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|EISINGER, SARA|,|WASHINGTON|,|DC|,|20010|,||,|Z5200|,10/15/1996,607.0,,|D|,||,,,|N|,|12G|,|P|,|96031241511|,|20 |,|Z5200|,|PAC  |
|1996|,|1315927|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|MOORE, GREG|,|FT WASHINGTON|,|MD|,|20744|,||,|Z5200|,10/15/1996,1821.0,,|D|,||,,,|N|,|12G|,|P|,|96031241511|,|20 |,|Z5200|,|PAC  |
|1996|,|1360974|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,06/11/1996,97988.0,,|D|,||,,,|A|,|Q2 |,|P|,|96030883658|,|20 |,|Z5200|,|PAC  |
|1996|,|1467986|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/28/1996,5000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342825|,|20 |,|Z5200|,|PAC  |
|1996|,|1467987|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/17/1996,2261.0,,|D|,||,,,|N|,|30G|,|P|,|96031342825|,|20 |,|Z5200|,|PAC  |
|1996|,|1467988|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/17/1996,115000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342825|,|20 |,|Z5200|,|PAC  |
|1996|,|1467989|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/24/1996,1061.0,,|D|,||,,,|N|,|30G|,|P|,|96031342825|,|20 |,|Z5200|,|PAC  |
|1996|,|1467990|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,11/01/1996,15000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342825|,|20 |,|Z5200|,|PAC  |
|1996|,|1467991|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/28/1996,57000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342825|,|20 |,|Z5200|,|PAC  |
|1996|,|1467992|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,10/23/1996,57000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342826|,|20 |,|Z5200|,|PAC  |
|1996|,|1467993|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/21/1996,5000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342826|,|20 |,|Z5200|,|PAC  |
|1996|,|1467994|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/23/1996,187500.0,,|D|,||,,,|N|,|30G|,|P|,|96031342826|,|20 |,|Z5200|,|PAC  |
|1996|,|1467995|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/23/1996,23180.0,,|D|,||,,,|N|,|30G|,|P|,|96031342826|,|20 |,|Z5200|,|PAC  |
|1996|,|1467996|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/28/1996,15000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342826|,|20 |,|Z5200|,|PAC  |
|1996|,|1467997|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/17/1996,28529.0,,|D|,||,,,|N|,|30G|,|P|,|96031342826|,|20 |,|Z5200|,|PAC  |
|1996|,|1467998|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/29/1996,10000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342826|,|20 |,|Z5200|,|PAC  |
|1996|,|1467999|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/30/1996,40000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342826|,|20 |,|Z5200|,|PAC  |
|1996|,|1468000|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/30/1996,4000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342827|,|20 |,|Z5200|,|PAC  |
|1996|,|1468001|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,11/01/1996,60000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342827|,|20 |,|Z5200|,|PAC  |
